0.023342 -0.11584 -0
-0.023392 -0.12637 -0
0.11348 -2.7564 -0
-0.11517 -2.7477 -0
0.40713 -4.7663 -0
-0.39041 -5.3271 -0
0.21 0.13823 -0
-0.42977 0.49871 -0
3.9995 8.411 -0
-5.6227 9.2208 -0
12.472 14.067 -0
-8.2476 -4.1895 -0
-6.3033 -350.45 -0
41.045 138.55 0
-35.489 59.597 0
39.712 28.483 0
-30.312 36.838 0
30.75 32.822 0
-41.611 5.7392 0
-30.612 26.902 0
40.056 3.9665 0
34.081 23.913 0
-39.792 14.591 0
-39.378 6.41 0
39.248 16.116 0
42.01 3.9632 0
-41.874 11.342 0
-43.092 5.4188 0
42.657 9.3823 0
44.351 6.8143 0
-44.691 5.6773 0
-44.972 8.0475 0
44.81 4.607 0
46.131 8.8093 0
-45.898 2.7188 0
-45.886 8.6548 0
44.879 2.6413 0
46.694 8.649 0
-9.7041 -63.601 0
14.619 -62.082 0
-45.051 1.8377 0
-44.469 7.5613 0
-28.476 -63.994 0
42.684 2.2614 0
44.865 7.1669 0
36.654 -62.03 0
-42.157 0.89102 0
-39.147 -57.648 0
-38.782 6.226 0
38.656 1.1263 0
39.382 -53.668 0
38.981 6.3373 0
-34.293 -3.6517 0
-27.909 4.8454 0
-36.583 -35.905 0
8.4623 31.978 0
24.178 -5.218 0
23.97 5.6344 0
-7.0675 37.984 0
35.291 -30.828 0
-3.4683 -22.638 0
4.8679 -21.52 0
-3.7287 -24.47 0
-9.4455 -12.348 0
1.7363 -18.436 0
7.651 1.2704 0
-6.9024 -23.471 0
5.4119 -23.03 0
-10.085 -26.398 0
1.7181 -21.032 0
-31.214 -13.664 0
-9.3344 -16.064 0
9.7211 -17.941 0
16.929 23.728 0
-7.7289 -17.828 0
21.118 -19.596 0
-12.446 22.278 0
-17.786 -17.073 0
20.01 -17.783 0
16.144 -17.843 0
-16.389 -19.937 0
11.856 -23.44 0
-11.374 -17.288 0
-18.437 13.563 0
6.9478 -25.448 0
16.81 30.04 0
-17.122 -9.987 0
23.86 -0.92932 0
-18.029 5.9946 0
21.038 -5.0237 0
-28.875 7.8656 0
